title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Kisse Pyaar Karoon,tt0438894,,https://en.wikipedia.org/wiki/Kisse_Pyaar_Karoon,Kisse Pyaar Karoon?,Kisse Pyaar Karoon?,0,2009,123,Action|Comedy|Crime,3.3,120.0,Mumbai-based collegian-slackers Sid(Arshad Warsi)  John(Ashish Chodhry) and Amit(Yash Tonk) do graduate after several years  are unable to find employment  and form a Punjabi Rock Band with the help of a gangster  Munnabhai(Ashish Vidhyarthi). When John's attempts to woo fellow-collegian  Natasha (Arti Chabria)  go in vain  his buddies assist him in pursuing a beauty named Sheetal(Udita Goswami)  and John falls head-over-heels in love with her. He introduces her to his wealthy father  Albert (Adi Irani)  who would prefer that he take over their business - a toy factory - and upon being refused  asks him to leave. Sid and Amit soon find that Sheetal  an expert in martial-arts  is very possessive  does not approve of their lifestyle  and prevents John from seeing them. Watch what happens when John finds out that Sheetal has been abducted  believed to be dead  and the culprits are none other than Sid and Amit.,Two men abduct a woman who wants to alienate them from their friend.,,Arshad Warsi|Aashish Chaudhary|Yash Tonk|Udita Goswami|Aarti Chhabria|Shweta Menon|Ashish Vidyarthi|Shakti Kapoor|Vindu Dara Singh|Adi Irani|Jeetu Verma|Shashi Kiran|Arun Verma|Brahma Bagwan|,,27 February 2009 (India)
Dhoondte Reh Jaaoge,tt1391544,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Dhoondte_Reh_Jaoge_Poster.JPG/220px-Dhoondte_Reh_Jaoge_Poster.JPG,https://en.wikipedia.org/wiki/Dhoondte_Reh_Jaaoge,Dhoondte Reh Jaoge,Dhoondte Reh Jaoge,0,2009,131,Comedy|Drama,5.6,613.0,A Bollywood producer-turned-petty thief  Raj Chopra (Paresh Rawal)  who blames Subhash Ghai  Yash Chopra  Ronnie Screwvala  and others for his failures  and an unemployed Chartered Accountant  Anand Pawar (Kunal Khemu)  cook up a scheme to attract 5 Crores each (50 million rupees) from 21 investors (a total of 105 Crores). Raj invests 5 Crores to make the worst possible movie 'Solay Se L'Gaan Tak'  with the worst possible crew and actors  ensure that it has a storyline that is sure to fail at the box office  and pocket the remainder of the 100 Crores. All goes according to plan - but then Murphy's Law prevails - resulting in hilarious chaos.,A failed film producer and an unemployed Chartered Accountant decide to make a 'sure flop' movie,,Paresh Rawal|Kunal Khemu|Sonu Sood|Soha Ali Khan|Johnny Lever|Dilip Joshi|Asrani|Malay Chakrabarty|Razak Khan|Deepal Shaw|Hrishitaa Bhatt|Pravin Mayak|Jaydeep Shah|Manoj Shah|,,6 March 2009 (India)
Karma Aur Holi,tt0483701,https://upload.wikimedia.org/wikipedia/en/0/06/Karma_Aur_Holi.jpg,https://en.wikipedia.org/wiki/Karma_Aur_Holi,Karma Confessions and Holi,Karma Confessions and Holi,0,2009,110,Drama,3.0,115.0,"The identity of Indian families living in the U.S. and the cross cultural differences in evolution. Do Indians  having migrated from their native land  adapt to the difference in culture and are they ready to give up their inherent cultural inhibitions? ""Karma  Confessions & Holi"" is a film about Indian families  their relationships with fellow Americans  their own internal and inter-personal conflicts.",The film is based on the inner conflicts of relationships  which hitherto never spoken earlier  but in a festive atmosphere of Holi  each one loses the inhibitions. The relationships eventually come out stronger.,,Rati Agnihotri|Armin Amiri|Kulraaj Anand|Farah Bala|Lisa Branch|Naomi Campbell|Vikram Chatwal|Vincent Curatola|Drena De Niro|Sticky Fingaz|Claire Fricke|Rupak Ginn|Randeep Hooda|Suchitra Krishnamoorthi|,,6 March 2009 (India)
Victory (2009 film),tt1170411,https://upload.wikimedia.org/wikipedia/en/1/19/Victory_hindi.jpg,https://en.wikipedia.org/wiki/Victory_(2009_film),Victory,Victory,0,2009,160,Drama|Sport,3.7,427.0,An over confident cricketer who ruins his career must prove his worth by starting all over again,An over confident cricketer who ruins his career must prove his worth by starting all over again,,Harman Baweja|Allan Border|Mike Hussey|Simon Jones|Brett Lee|Tony Greig|Sajid Mahmood|Dmitri Mascerhanes|Waqar Younis|Gulshan Grover|Brad Hogg|Michael Slater|Amrita Rao|Dalip Tahil|,,30 January 2009 (USA)
Kaminey,tt1274295,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Kamineyposter.jpg/220px-Kamineyposter.jpg,https://en.wikipedia.org/wiki/Kaminey,Kaminey,Kaminey,0,2009,130,Action|Crime|Drama,7.4,15696.0,Guddu and Charlie are identical twins born and raised in the slums of Mumbai. They dream of leaving the squalor behind and moving into a life of prosperity and dignity. Though they look alike  the two are as different as chalk and cheese: one lisps while the other stammers; one is an honest  diligent social worker while the other hedges bets at a racecourse. The brothers want nothing to do with each other  but when Charlie gets mixed up in a deadly get-rich-quick scheme and Guddu realizes that the love of his life has unwittingly put a price on his head  their lives begin to collide. Faced with rogue politicians  drug dealers and crooked cops  they uncover a sinister plot laid out by the 'political-police-underworld' nexus. Their stories finally converge to a point when they realize they only have each other.,The desperate lives of two estranged twin brothers converge over missing drugs  politics  racial prejudice  corrupt cops and an unplanned pregnancy.,Difcover your mean fide,Shahid Kapoor|Priyanka Chopra|Deb Mukherjee|Shivkumar Subramaniam|Chandan Roy Sanyal|Tenzing Nima|Hrishikesh Joshi|Rajatabha Dutta|Harish Khanna|Carlos Paca|Eric Santos|Amole Gupte|Sagar|Samrat|,5 wins & 25 nominations,14 August 2009 (India)
Jai Veeru,tt1369669,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Jaiveeru2.jpg/220px-Jaiveeru2.jpg,https://en.wikipedia.org/wiki/Jai_Veeru,Jai Veeru: Friends Forever,Jai Veeru: Friends Forever,0,2009,160,Action|Adventure|Crime,3.5,237.0,Bangkok-based con-man  Jai  steals cars  and cons residents. While flirting with a girl in a bar  faces-off with her brother and his friends  and a male  Veeru  comes to his assistance. Both become close and eventually inseparable friends. Their friendship ends abruptly after Veeru reveals his true identity and arrests Jai. Neither are aware that they have a common enemy in Tejpal - who is determined to do away with both of them once and for all.,Best friends Jai and Veeru teams up together to nab the dreaded don Tejpal. In the process their friendship is tested.,,Fardeen Khan|Kunal Khemu|Dia Mirza|Anjana Sukhani|,,11 March 2009 (India)
Little Zizou,tt1119188,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Little_Zizou_Poster.jpg/220px-Little_Zizou_Poster.jpg,https://en.wikipedia.org/wiki/Little_Zizou,Little Zizou,Little Zizou,0,2008,96,Drama|Family,6.7,348.0,A delightful comedy about two Parsi families in Mumbai - one headed by a lunatic religious extremist  the other by a liberal newspaper editor. Told from the point of view of 10 year old Xerxes a soulful soccer-mad Parsi boy whose fervent wish is that his idol Zinedine Zidane visit Bombay. Though his mother died in childbirth  Xerxes hopes that she can still see him and affect miracles from her place up there. His older brother Art is a starry-eyed cartoonist whose wild fantasies come to life in surprising ways. Their father Khodaiji  a self-proclaimed protector-of-the-faith  thrives on the attentions (and donations) of hopeful believers. The brothers love to hang out at the home of their father's arch rival  Pressvala  the publisher of a liberal community newspaper. Art burns with unrequited love for Pressvala's oldest daughter  while Xerxes incurs the wrath of the younger daughter  who resents the attention her family showers on the motherless boy. But the real fireworks begin when ...,A boy's view of his community in modern day Mumbai.,,John Abraham|Sohrab Ardeshir|Iyanah Bativala|Jahan Bativala|Cyrus Broacha|Kurush Deboo|Tknow Francorsi|Boman Irani|Khurshed Lawyer|Mahabanoo Mody-Kotwal|Dilshad Patel|Shernaz Patel|Imaaduddin Shah|Faiyaz Shaikh|,2 wins,13 March 2009 (India)
Gulaal (film),tt1261047,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Gulaal.jpg/220px-Gulaal.jpg,https://en.wikipedia.org/wiki/Gulaal_(film),Gulaal,Gulaal,0,2009,140,Crime|Drama|Thriller,8.1,12799.0,Bikaner-based 28-year-old Dilip Kumar Singh is enrolled in a Rajpur-based Law college  and rents a room with an unstable male  Rananjay Singh. His attempts to re-locate to a hostel  pits him against a group of men  led by Jadhwal  who not only assault  but also molest him  and then lock him in a dark room with a naked and abused female  Anuja. He recuperates in a hospital and joins hands with Rananjay and Dukey Bana to avenge this humiliation  as well as befriends Anuja  who is a Lecturer in the college. He also decides to support Rananjay  who is legitimate son of a former Raja  to run for college elections - and it is this decision that will shatter and change his life forever.,A law student witnesses deception  homicide  and crime after being elected as General Secretary of his college.,Love... Power... Revolution.,Kay Kay Menon|Raj Singh Chaudhary|Jesse Randhawa|Deepak Dobriyal|Ayesha Mohan|Mahie Gill|Piyush Mishra|Abhimanyu Singh|Aditya Srivastava|Mukesh Bhatt|Pankaj Jha|Savi Sidhu|,2 nominations,13 March 2009 (India)
Aloo Chaat (film),tt1305840,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Aloo_Chaat_poster.jpg/220px-Aloo_Chaat_poster.jpg,https://en.wikipedia.org/wiki/Aloo_Chaat_(film),Aloo Chaat,Aloo Chaat,0,2009,\N,Comedy|Drama|Romance,5.8,860.0,Story focuses on a US return guy Nikhil who is in love with a Muslim girl Aamna (Aamna Shariff). To convince his orthodox Hindu family which a strictly against a Muslim girl Nikhil plots a drama with the help of his uncle Hakeem Tarachand and hires a girl Nikki to play his girlfriend from US while Aamna plays her friend. While both the girls stays at Nikhil's place Aamna tries to win the heart of Nikhil's family with of course Nikhil trying to highlight the misbehaviors of Nikki and cultured behavior of Aamna to change his family's perception. Nikhil  Aamna and Nikki have to face a lot of twist & turns  and with Nikhil's mama Chaddami at their back it won't be easy for the trio to accomplish their mission,Story focuses on a US return guy Nikhil who is in love with a Muslim girl Aamna (Aamna Shariff). To convince his orthodox Hindu family which a strictly against a Muslim girl Nikhil plots a ...                    ,,Aftab Shivdasani|Aamna Sharif|Linda Arsenio|Sanjay Mishra|Manoj Pahwa|Kulbhushan Kharbanda|Dolly Ahluwalia|Meenakshi|Chandan Anand|Lalit Parashar|,,
Barah Aana,tt1202517,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Barahaana.jpg/220px-Barahaana.jpg,https://en.wikipedia.org/wiki/Barah_Aana,Barah Aana,Barah Aana,0,2009,97,Comedy|Crime|Drama,6.8,932.0,Barah Aana is a comedy of real life  set in today's Mumbai. The story revolves around three unlikely friends: a driver (Shukla)  a watchman (Yadav)  and a waiter (Aman). The driver is an older man  stoic but dependable. The watchman  in his 30s  is a pushover at work but otherwise mischievous. The waiter is a young  swaggering chap  brimming with ambition. Living together  their differing attitudes spark playful banter. At some point  misfortune befalls the watchman and  due to a series of chance events  he stumbles into a crime. Striking upon a seemingly low-risk way to make good money  and discovering a new sense of self-confidence  he tries to entice the others to join him in a series of such crimes. Cat and mouse games ensue between the three as personalities change  but events soon spiral out of control  leading them in a direction none of them had wanted to take... Featuring a talented ensemble cast  Barah Aana is based on an original script. The running time is 97 minutes.,Three impoverished room-mates kidnap middle-classed men and demand small ransoms to improve their respective lifestyles.,,Naseeruddin Shah|Vijay Raaz|Arjun Mathur|Violante Placido|Tannishtha Chatterjee|Jayati Bhatia|Mahabanoo Mody-Kotwal|,1 nomination,16 October 2009 (USA)
Firaaq,tt1263679,https://upload.wikimedia.org/wikipedia/en/9/93/Firaaq.jpg,https://en.wikipedia.org/wiki/Firaaq,Firaaq,Firaaq,0,2008,101,Drama|History,7.4,1796.0,Following riots in Gujarat  Arati experiences guilt when she did not open her door to shelter an injured Muslim woman. Her husband  Sanjay  had looted merchandise from shops  and his brother  Devan  had even sexually molested Muslim women. A young lad  Mohsin  leaves the safety of an army-guarded camp to look for his father. Meanwhile Music maestro  Jahangir Khan  faces isolation. Sameer Shaikh and his Hindu wife  Anuradha  decide to re-locate to Delhi. Muneera suspects her Hindu friend  Jyoti  of setting her house on fire  while biased police officers continue oppressing Muslims and five Muslim men find a gun and attempt to seek vengeance.,Chronicles the devastating impact on vulnerable Muslims in Gujarat after riots.,A work of fiction| based on a thousand true stories.,Inaamulhaq|Nassar|Shahana Goswami|Nawazuddin Siddiqui|Paresh Rawal|Honey Chhaya|Deepti Naval|Dilip Joshi|Kavan Antani|Naseeruddin Shah|Raghuvir Yadav|Sanjay Suri|Tisca Chopra|Suchita Trivedi|,14 wins & 7 nominations,20 March 2009 (India)
Aa Dekhen Zara,tt1372681,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Aadekhezaraposter.jpg/220px-Aadekhezaraposter.jpg,https://en.wikipedia.org/wiki/Aa_Dekhen_Zara,Aa Dekhen Zara,Aa Dekhen Zara,0,2009,117,Action|Sci-Fi|Thriller,5.0,812.0,Mumbai-based struggling wildlife photographer  Ray Acharya  is informed that his maternal grandfather has passed away  and left some mementos for him. He picks them up  finds out they include an old camera which has the uncanny ability to photograph the future. He uses it to amass wealth at the lotteries and races; and woos struggling singer  Simi Chatterjee  but finds that he has to face enemies who want the camera by hook or by crook. The first one is a ruthless assassin simply known as Captain; the other is Special Officer Puri. And even if Ray manages to survive either of these two - who pursue him all the way to Bangkok - he will still have to face yet another enemy - death!,A photographer has nothing going for him  until he inherits a camera that has the ability to predict the future. In the process  he gains dangerous enemies who wants his camera for illicit goals.,A Date With Fate,Neil Nitin Mukesh|,,27 March 2009 (India)
99 (2009 film),tt1370429,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/99Poster.jpg/220px-99Poster.jpg,https://en.wikipedia.org/wiki/99_(2009_film),99,99,0,2009,135,Comedy|Crime|Drama,7.3,2521.0,99 is an original story inspired by real events - well  very liberally inspired - it is more fiction than fact. It is the story of two men in two cities  who are bound by a common feeling of always being stuck at '99'. They never seem to make it to a 'century' - in life. It is an unpredictable and hilarious ride spread over two cities with colorful characters  unbelievable circumstances  small-time crooks  big-time conspiracies  fateful car crashes  a briefcase full of money... and a historical controversy brewing in the background!,A gangster deputes two of his men to recover money from an out of town compulsive gambler.,Part Fact| Part Fiction| Pure Fun,Kunal Khemu|Boman Irani|Soha Ali Khan|Cyrus Broacha|Simone Singh|Mahesh Manjrekar|Amit Mistry|Vinod Khanna|Sudesh Berry|Raja Kapse|Rajesh Kumar Singh|,,15 May 2009 (India)
Ek: The Power of One,tt1454461,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Ekthepowerofone_poster.jpg/220px-Ekthepowerofone_poster.jpg,https://en.wikipedia.org/wiki/Ek:_The_Power_of_One,Ek: The Power of One,Ek: The Power of One,0,2009,140,Action|Drama|Thriller,4.8,286.0,Mumbai-based Nandkumar Sharma is a high-priced hit-man. He is paid a princely 1.5 Crore Rupees to injure Anna Mhatre  so that the later can get enough 'sympathy' votes to get him elected as the next Chief Minister  but ends up killing him. On the run from the Police  he ends up assuming the guise of Hoshiyarpur's Puran Singh  who has been away from home for the last 18 years  and does succeed in fooling Puran's joint family. But his hopes for settling there appear to be in vain with the arrival of a CBI Team  led by Inspector Mahendra Kumar Rane - who is determined to expose and arrest Nandkumar at any and all costs.,A gunman for hire is framed for murder  and assumes a dead man's identity while hiding from the police.,The Power of One,Bobby Deol|Shriya Saran|Kulbhushan Kharbanda|Sachin Khedekar|Sanjay Mishra|Chunky Pandey|Nana Patekar|Jackie Shroff|Raghuvir Yadav|,,27 March 2009 (India)
Ek Se Bure Do,tt1420539,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Ek_Se_Bure_Do.jpg/220px-Ek_Se_Bure_Do.jpg,https://en.wikipedia.org/wiki/Ek_Se_Bure_Do,Ek Se Bure Do,Ek Se Bure Do,0,2009,180,Action|Comedy|Crime,4.2,43.0,Gangster Jagat Dada not only decides to forgive money owing to him by Toti and Tony but also agrees to pay them Rs.1 Lakh provided they steal a treasure map. They agree to do so  collect an advance of Rs.20 000/-  find the map  make a fake copy through Mammu  and present it to Jagat  while they decide to woo two wealthy heiresses  Payal and Gehna  and find the treasure on their own. The hapless duo will not only find their lives in jeopardy when they find that the paternal uncle of the two beauties is Vikramaditya - the lookalike of Jagat - and also face-off against a vengeful Jagat - who has taken over the latter's identity; a Daku; a gangster named Gullu; and an enraged police inspector - who blames them for his demotion.,Two petty thieves face-off against gangsters  bandits and police after forging a treasure map.,,Anita|Lankesh Bhardwaj|Snehal Dabi|Jagdeep|Razak Khan|Govind Namdeo|Brinda Parekh|Vijay Raaz|Anita Hassanandani Reddy|Virendra Saxena|Yashpal Sharma|Tusha|Arshad Warsi|,,10 April 2009 (India)
Sikandar (2009 film),tt1278447,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Sikandar%2C_2009_film_poster.jpg/220px-Sikandar%2C_2009_film_poster.jpg,https://en.wikipedia.org/wiki/Sikandar_(2009_film),Sikandar,Sikandar,0,2009,110,Crime|Drama|Mystery,6.4,250.0,14-year-old Sikandar Raza has been living with his uncle and aunt in Kashmir  ever since his parents were killed by militants 10 years ago. The young boy  who dreams of a better life for his family by realizing his football talent  is a bit of a loner at school and an easy target for the school bullies. One day on his way home from a school football match  Sikandar finds a pistol lying on the path. Despite being warned against it by his new friend Nasreen  Sikandar picks up the pistol believing it to be the answer to his problems. When playing with the pistol alone in the woods  Sikandar meets a young man who teaches him how to be a great shot  but the young man is not who he seems and Sikandar innocently becomes caught up in political warfare. Although the quiet Nasreen acts as Sikandar's conscience  Sikandar gets further embroiled in situations beyond his control  and innocent people get killed. As the story unfolds we see that Sikandar is an innocent victim in a game being played ...,14-year-old Sikandar Raza has been living with his uncle and aunt in Kashmir  ever since his parents were killed by militants 10 years ago. The young boy  who dreams of a better life for ...                    ,,Parzaan Dastur|Ayesha Kapoor|Sanjay Suri|Madhavan|,,21 August 2009 (India)
Zor Lagaa Ke...Haiya!,tt1479857,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Zor_Laga_Ke_HaiyaMithun.jpg/220px-Zor_Laga_Ke_HaiyaMithun.jpg,https://en.wikipedia.org/wiki/Zor_Lagaa_Ke...Haiya!,Zor Lagaa Ke... Haiya!,Zor Lagaa Ke... Haiya!,0,2009,\N,Comedy|Drama|Family,6.4,46.0,A tree narrates the story of four Mumbai-based school-children: Priya  Karan  Ritesh and Laddu  who are curious about a beggar  Raavan  and decide to observe him. With the help of a young construction laborer  Ram  they steal material from a construction site  build a tree-house in order to spy on him - a process that ends up in friendship. Things take a turn for the worst when a builder  Bakshi  asks his assistant  Gupta  to cut the tree down. The children object but are told that this action has been approved by the local government. The question remains: What can the children do - especially when they face opposition from their parents  and that Bakshi has not only made a donation to their society but also has Raavan arrested - in the state of Maharashtra that has set a near dubious record of cutting over Eleven Lakh Thirty Thousand trees in a five year period (2002-2007).,Children build a tree-house to spy on a beggar  than seek his help against a builder.,,Meghan Jadhav|Mithun Chakraborty|Riya Sen|Seema Biswas|Raj Zutshi|Sachin Khedekar|Gulshan Grover|Ashwin Chitale|Ayesha Kaduskar|Mahesh Manjrekar|Ritvik Tyagi|Hardik Thakkar|,,
Paying Guests,tt1176961,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Paying_Guests_Hindi_movie.jpg/220px-Paying_Guests_Hindi_movie.jpg,https://en.wikipedia.org/wiki/Paying_Guests,Paying Guests,Paying Guests,0,2009,109,Comedy|Drama,4.2,471.0,After Bhavesh  Parag  Parikshat  and Jayesh ridicule their Bangkok-based landlord  Kiska Meglani  he evicts them. Broke and with nowhere to go  the hapless foursome decide to pose as couples  with Bhavesh and Parag assuming the guise of voluptuous females  Karishma and Kareena respectively. They find a sympathetic landlord  Ballu Singh  who lets them move in. Subsequently  Jayesh finds employment in an architectural firm and assures his friends that their problems may well be resolved. But before that could happen  Ballu's wife  Sweety  comes to know that Kareena is pregnant  and the involvement of gangsters who want a signed deed from Ballu at any and all costs.,Four friends' attempts to find employment and accommodation pits them against landlords and gangsters in Bangkok.,,Shreyas Talpade|Javed Jaffrey|Aashish Chaudhary|Vatsal Sheth|Johnny Lever|Delnaaz Irani|Sayali Bhagat|Neha Dhupia|Celina Jaitly|Riya Sen|Asrani|Paintal|Viju Khote|Chunky Pandey|,,19 June 2009 (India)
New York (2009 film),tt1328634,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/New-York-movie-poster.jpg/220px-New-York-movie-poster.jpg,https://en.wikipedia.org/wiki/New_York_(2009_film),New York,New York,0,2009,153,Crime|Drama|Thriller,6.8,9656.0,NEW YORK is a contemporary story of friendship set against the larger than life backdrop of a city often described as the centre of the world. Omar (Neil Nitin Mukesh) has gone abroad for the first time in his life and soon enough he begins to see and love America through the eyes of his American friends - Sam (John Abraham) and Maya (Katrina Kaif). It is the story of these three friends discovering a new world together. But one day the world around them changed - For most of us  larger events in the world are just headlines in the newspapers but these events can change our lives - forever. New York is one such story of 3 young friends whose beautiful lives are turned upside down by the larger event of 9/11 beyond their control. At this point enters Agent Roshan (Irrfan)  an FBI undercover agent who sets the ball rolling for a series of tumultuous events that turn the lives of these friends into a dangerous and thrilling roller coaster ride. Innocence is lost forever.,A contemporary story of 3 friends discovering a new world set against the larger than life New York City. But one day the world around them changed.,Three friends ready to face the world... and then the world changed.,John Abraham|Katrina Kaif|Neil Nitin Mukesh|Irrfan Khan|Nawazuddin Siddiqui|Ali Quli Mirza|,2 wins & 6 nominations,26 June 2009 (India)
Sankat City,tt1252614,https://upload.wikimedia.org/wikipedia/en/0/01/Sankat_City_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Sankat_City,Sankat City,Sankat City,0,2009,120,Comedy|Crime|Drama,6.2,574.0,Owning several aquariums  fish-loving Mumbai-based Guru makes a living stealing cars  getting them to his garage-owner friend  Ganpat Gajanan Jagirdar  and re-selling them through an associate  Sharafat. One day he steals a Mercedez and takes it to Ganpat. They inspect the car  find a bag containing Rs.1 Crore  decide to keep it and improve their lifestyles. Ganpat 'refurbishes' the vehicle  and Sharafat finds a buyer in Suleman  who quite unfortunately  recognizes it  and informs the owner  Fauzdaar - a ruthless gangster and money-lender. Guru is located  interrogated brutally  and agrees to return the cash which is still stashed in the garage. When he goes there - Ganpat  who had hidden the cash  has met with an accident  is gravely injured  and requires immediate hospitalization. While recuperating  the doctor finds that he has completely lost his memory. With rising fears of a meteor crashing in the city  a furious Fauzdaar gives Guru three days to find the cash and return it to ...,A petty car thief and his garage-owner partner get in the bad books of a ruthless gangster.,,Kay Kay Menon|Rimi Sen|Anupam Kher|Chunky Pandey|Manoj Pahwa|Dilip Prabhavalkar|Yashpal Sharma|Hemant Pandey|Sanjay Mishra|Rahul Dev|Virendra Saxena|Shri Vallabh Vyas|Gurpal Singh|Kurush Deboo|,,10 July 2009 (India)
Shortkut,tt1229390,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Shortkut.jpg/220px-Shortkut.jpg,https://en.wikipedia.org/wiki/Shortkut,Shortkut - The Con Is On,Shortkut - The Con Is On,0,2009,142,Comedy|Drama,3.4,806.0,Bollywood's assistant director and aspiring writer  Shekhar Giriraj  permits a friend  Rajesh Kumar  to move in with him in his Chawl room  after the later is fired by Film Director  Ghosh. Shortly thereafter Shekhar quits his job  writes a movie script  and accepts an advance from V.C. Chhadha. He starts recruiting staff for this project  but finds his life shattered when his work is plagiarized by Rajesh; his sweetheart  Mansi  a reigning Bollywood actress  leaves her abusive and demanding family  and publicly declares that she will be moving in with him. Unemployed  forced to marry Mansi  he becomes neglectful  alcoholic  and goes on a road of self-destruction  compelling Mansi to leave him.,After his script is plagiarized  and he is forced to marry  an unemployed movie writer self-destructs.,,Sanjay Dutt|Anil Kapoor|Akshaye Khanna|Amrita Rao|Chunky Pandey|Arshad Warsi|Simi Garewal|Neeraj Vora|Abbas Alibhai Burmawalla|Amita Nangia|Tiku Talsania|Mushtaq Khan|Mastan Alibhai Burmawalla|Charlie|,,10 July 2009 (India)
Luck (2009 film),tt1242782,https://upload.wikimedia.org/wikipedia/en/c/c9/Luck_Hindi_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Luck_(2009_film),Luck,Luck,0,2009,141,Action|Adventure|Drama,4.8,2187.0,Born lucky  Karim Moussa takes to exploiting it instead of focusing on studies. Now a wealthy gambler  he decides to recruit about a dozen lucky people to participate in a deadly game of survival. His agent  Lakhaan Tamaang  recruits Ram Mehra - whose father killed himself after losing 25 Crores - and is about to lose everything he and his mom own  and may end up being arrested for robbing an ATM machine; Major Jabbar Pratap Singh - who needs money for his wife's treatment; a camel jockey  Shortcut  sold by her parents for Rs.15000/-  who wants to make it big in life; a returning player  Ayesha  who had already participated  and is back for more; a psychotic serial killer  Raghav Raghuvaran  who miraculously escaped the death penalty. All of the above  including others from different countries  must compete  kill each other  with the survivor netting 20 Crores Rupees in just 20 days.,An underworld kingpin recruits people endowed with 'Luck' from across the globe to take part in a series of challenges designed to test their 'Luck' factor  as gamblers around the world bet on them.,,Mithun Chakraborty|Sanjay Dutt|Imran Khan|Ravi Kishan|Chitrashi Rawat|Shruti Haasan|Snita Mehay|Danny Denzongpa|Rati Agnihotri|Rupa Ganguly|Srinivasa Rao Kota|,1 win,31 July 2009 (USA)
Life Partner,tt1229366,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Lifepartner-poster.jpg/220px-Lifepartner-poster.jpg,https://en.wikipedia.org/wiki/Life_Partner_(film),Life Partner,Life Partner,0,2009,138,Comedy|Drama|Romance,5.2,1176.0,Based in Cape Town  specializing in divorces  Jeet Oberoi warns his friends  Karan Malhotra and Bhavesh Patel  about the many disadvantages of being involved in a married relationship. He indicates that marriages result in divorce  if it is a love marriage than the groom digs his grave; and if is an arranged marriage  it is the groom's family that dig his grave. Scoffing at this  Karan gets married with his sweetheart  Sanjana Jugran  much to the chagrin of her dad; while conservative Bhavesh travels to Vishwamitri  Gujarat  along with his entire family  and gets married to a liberal Prachi Jadeja. Incompatibility issues will soon surface  compelling the duo to retain Jeet as legal counsel to expedite their respective divorce proceedings.,Based in Cape Town  specializing in divorces  Jeet Oberoi warns his friends  Karan Malhotra and Bhavesh Patel  about the many disadvantages of being involved in a married relationship. He ...                    ,,Govinda|Fardeen Khan|Tusshar Kapoor|Genelia D'Souza|Prachi Desai|Anupam Kher|Amrita Rao|,1 nomination,14 August 2009 (India)
Daddy Cool (2009 Hindi film),tt1404573,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Daddycool-2009-3b-1_1230036430.jpg/220px-Daddycool-2009-3b-1_1230036430.jpg,https://en.wikipedia.org/wiki/Daddy_Cool_(2009_Hindi_film),Daddy Cool: Join the Fun,Daddy Cool: Join the Fun,0,2009,\N,Comedy|Drama,3.9,331.0,Wealthy Goa-based Income Tax Officer Douglas Lazarus passes away after exercising on his treadmill at a speed of 10.5. A funeral is arranged  relatives are notified  and his eldest hen-pecked son  Steven  prepares a farewell speech while most attendees would have preferred the second son  Brian  a successful Mumbai-based writer  to do so. At the funeral  things hilariously spiral out of control when Michael  the fiancé of Douglas' gorgeous niece  Maria  notices movement within the coffin.,Wealthy Goa-based Income Tax Officer Douglas Lazarus passes away after exercising on his treadmill at a speed of 10.5. A funeral is arranged  relatives are notified  and his eldest ...                    ,,Sunil Shetty|Aarti Chhabria|Aashish Chaudhary|Kim Sharma|Aftab Shivdasani|Tulip Joshi|Javed Jaffrey|Sophiya Chaudhary|Prem Chopra|Rajpal Yadav|Suhasini Mulay|Vijay Patkar|Nassar Abdulla|Yusuf Hussain|,,
